Title,Author,Is Part Of,Dissertation,Edition,Publisher,Creation Date,Identifier,Format,Subjects,MESH subjects,Genre,Description,General note,With,Language,Attribution,Contents,Additional Title,Related Titles,Series,Frequency,Bound with,Source,MMS ID,Course Information,Permalink
Reinforcement Learning for Multi-Truck Vehicle Routing Problems,"Correll, Randall ;  Weinberg, Sean J ;  Sanches, Fabio ;  Ide, Takanori ;  Suzuki, Takafumi","arXiv.org, 2022",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.48550/arxiv.2211.17078,,Coders ;  Combinatorial analysis ;  Encoders-Decoders ;  Learning ;  Optimization ;  Quantum computing ;  Route planning ;  Supply chains ;  Tensors ;  Trucks ;  Vehicle routing,,,"Vehicle routing problems and other combinatorial optimization problems have been approximately solved by reinforcement learning agents with policies based on encoder-decoder models with attention mechanisms. These techniques are of substantial interest but still cannot solve the complex routing problems that arise in a realistic setting which can have many trucks and complex requirements. With the aim of making reinforcement learning a viable technique for supply chain optimization, we develop new extensions to encoder-decoder models for vehicle routing that allow for complex supply chains using classical computing today and quantum computing in the future. We make two major generalizations. First, our model allows for routing problems with multiple trucks. Second, we move away from the simple requirement of having a truck deliver items from nodes to one special depot node, and instead allow for a complex tensor demand structure. We show how our model, even if trained only for a small number of trucks, can be embedded into a large supply chain to yield viable solutions.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2211_17078
Digitalization and the greening of supply chains,"Sarkis, Joseph ;  Kouhizadeh, Mahtab ;  Zhu, Qingyun Serena","Industrial management + data systems, 2021, Vol.121 (1), p.65-85",,,Wembley: Emerald Publishing Limited,,ISSN: 0263-5577; EISSN: 1758-5783; DOI: 10.1108/IMDS-08-2020-0450,,Automation ;  Blockchain ;  Data systems ;  Decision making ;  Decision support systems ;  Digital technology ;  Digitization ;  Energy consumption ;  Industrial management ;  Industry 4.0 ;  Information systems ;  Information technology ;  Internet of Things ;  Investigations ;  Management information systems ;  Quantum computing ;  Supply chain management ;  Supply chains ;  Sustainability ;  Sustainable development ;  Technology,,,"PurposeThis study provides a reflective overview on the role of traditional and emergent digitalization and information technologies for leveraging environmental supply chain sustainability – while reflecting on potential trade-offs and conflicts of digitalization and greening.Design/methodology/approachThe authors use relevant literature and literature from Industrial Management and Data Systems (IMDS) research published in this journal over the past 50 years. They also use their knowledge and over 30 years of research experience in the field to provide professional scholarly reflections and perspective.FindingsThe authors provide a focused and succinct evaluation for research directions. A pressures, practices and performance framework sets the stage for pertinent research questions and theoretical needs to investigate the nexus of digitalization and green supply chain management. The authors provide two frameworks with exemplary practices and research for traditional and emergent digitalization and information technology. Their reflection concludes with a summary and steps forward.Social implicationsThe authors show how research and practice can be used to affect supply chain greening with digitalization and information technology. They observe that care should be taken given that these technologies can paradoxically simultaneously offer solutions to environmental degradation and potentially be a source of environmental degradation across the supply chain.Originality/valueThis work provides a summary and unique perspective that links traditional and emergent digitalization technology to green and environmental sustainability work. The area has not seen a clear summary and path forward and shows how IMDS literature has contributed to the field for decades.",,,English,,,,,,,,Emerald Journals; Emerald Management 175; ABI/INFORM Global; ProQuest One Business,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_emerald_primary_10_1108_IMDS-08-2020-0450
Low-noise amplifier cryogenic testbed validation in a TaaS (Testing-as-a-Service) framework,"Boiko, Brandon ;  Zhang, Eric J ;  Jorgesen, Doug ;  Engelmann, Sebastian ;  Grosskopf, Curtis ;  Ryan Paske","arXiv.org, 2023",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.48550/arxiv.2309.03976,,Amplifiers ;  Organizational aspects ;  Parameters ;  Quantum computers ;  Quantum computing ;  Qubits (quantum computing) ;  Superconductivity ;  Supply chains ;  Test stands ;  Test vehicles,,,"As quantum computers based on superconducting qubit processors scale, cryogenic microwave components in the qubit control and readout chain must be appropriately tested and qualified to ensure consistent and high-fidelity quantum computation. However, the intersection of superconducting cryogenics and microwave electronics is a new domain with limited technical and commercial expertise. In this paper we validate a TaaS (testing-as-a-service) framework using an organizational workgroup model that consists of (1) a commercial Test House, (2) standard temperature Component Manufacturer, (3) Academic Partner, and (4) System Integrator to demonstrate a scalable model for the qualification of cryogenic microwave components. The goal of this model is to secure the supply chain and support the rapid growth of Quantum Computing (QC) technologies. The component test vehicle presented in this paper is a low-noise amplifier (LNA) which is a crucial component in the cryogenic chain to ensure adequate signal-to-noise of the qubit readout. We devise standard test metrics and protocols by which LNA performance is measured, including key parameters such as gain and flatness, reflection and isolation, operating bandwidth, and noise figure. We present details of the cryogenic testbed customized for LNA qualification, outline test methodologies, and present a suite of standard processes that are used to systematize data collation and reporting. The testbed is validated by reproducing parameters of a pre-characterized LNA. Its value is demonstrated by characterizing a proof-of-concept cryogenic LNA prototype. Finally, we describe the extension of our TaaS framework toward testing at scale for various active and passive cryogenic components used in QC.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2309_03976
A Key Protection Scheme Based on Secret Sharing for Blockchain-Based Construction Supply Chain System,"Xiong, Feng ;  Xiao, Ruiyang ;  Ren, Wei ;  Zheng, Rongyue ;  Jiang, Jianlin","IEEE access, 2019, Vol.7, p.126773-126786",,,Piscataway: IEEE,,ISSN: 2169-3536; EISSN: 2169-3536; DOI: 10.1109/ACCESS.2019.2937917; CODEN: IAECCG,,Bitcoin ;  Blockchain ;  Construction supply chain ;  Cryptography ;  private key distribution ;  Protocol (computers) ;  Protocols ;  Quantum computing ;  secret sharing ;  Security ;  Supply chains,,,"Traditional construction supply chains suffer from extra delays, costs and information wastages due to information intermediaries. Blockchain, a decentralized infrastructure, can provide irreversibility, undeniableness, uniqueness and anonymity for trades. Hence, we first propose a blockchain-based construction supply chain framework to reduce limitations in traditional ones. However, payment security by blockchain must be guaranteed and token assets in accounts must be protected. Although the loss of private keys will not result in the exposure or the modification of records in blockchain due to merkle root and blockheader hash, fake payments can be generated and all tokens in the accounts controlled by the private keys may be stolen by attackers. Existing approaches towards private-key protections include biometric-basic signature schemes, index-hidden private key designs and post-quantum blockchain schemes. Nevertheless, none of them can recover lost private keys. Therefore, we design a private-key distribution protocol in blockchains to preserve security of private keys with key recovery. Specifically, our scheme not only uses secret sharing to improve possibilities of recovering lost keys but also introduces network protocols to guarantee security of secret share transmission. The proposed scheme is then proven secure and feasible both in theoretical and experimental analysis.",,,English,,,,,,,,IEEE Xplore All Journals; IEEE Xplore Open Access Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_ieee_primary_8815705
Accelerating quantum computer developments,"Alberts, Garrelt J. N. ;  Rol, M. Adriaan ;  Last, Thorsten ;  Broer, Benno W. ;  Bultink, Cornelis C. ;  Rijlaarsdam, Matthijs S. C. ;  Van Hauwermeiren, Amber E.","EPJ quantum technology, 2021, Vol.8 (1), Article 18",,,Berlin/Heidelberg: Springer Berlin Heidelberg,,ISSN: 2662-4400; ISSN: 2196-0763; EISSN: 2196-0763; DOI: 10.1140/epjqt/s40507-021-00107-w,,Nanotechnology and Microengineering ;  Physics ;  Physics and Astronomy ;  Quantum Information Technology ;  Quantum Physics ;  Review ;  Special Issue on Quantum Industry ;  Spintronics,,,"Product development
Given the recent breakthroughs in quantum technology development in R& D labs all over the world, the perspective of high-tech companies has changed.
Product
development is initiated next to the existing
research
and
technology
development activities.
Quantum computer product roadmap
Considering the quantum computer as a product requires standardization and integration of all its building blocks and a mature supply chain that can provide high-quality components and can ensure security of supply. The product development approach puts focus on functionality and performance requirements of the product and uses state-of-the-art technology to build the product. Based on the expected requirements of future products it is possible to outline a product development roadmap.
It is expected that a fully functional quantum computer will be available within a decade from now, and will be used by the High Performance Computing (HPC) market, where it will replace (part of) the supercomputers that are currently used for complex calculations and data management. In the short term, a partly functional quantum computer will be available and of interest to the R&D market, which has a need for such a product to expedite their quantum technology developments.
ImpaQT project
In this paper, we present the product development approach and roadmap for quantum computers, based on superconducting circuits as an example. A group of companies in the Dutch quantum ecosystem (
Quantum Delta
) have joined forces and have started the
ImpaQT
project. The companies of the ImpaQT consortium form a local supply chain for key components of quantum computers.
This paper shows that quantum community has reached the next level of maturity and that the quantum computer as a commercial product looks set to become a reality.",,,English,,,,,,,,Springer Nature SpringerLink Journals - Fully Open Access 2023,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_unpaywall_primary_10_1140_epjqt_s40507_021_00107_w
Supply chain logistics with quantum and classical annealing algorithms,"Weinberg, Sean J ;  Sanches, Fabio ;  Ide, Takanori ;  Kamiya, Kazumitzu ;  Correll, Randall","Scientific reports, 2023, Vol.13 (1), p.4770-4770, Article 4770",,,England: Nature Publishing Group,,ISSN: 2045-2322; EISSN: 2045-2322; DOI: 10.1038/s41598-023-31765-8; PMID: 36959248,,Algorithms ;  Supply chains,,,"Noisy intermediate-scale quantum (NISQ) hardware is almost universally incompatible with full-scale optimization problems of practical importance which can have many variables and unwieldy objective functions. As a consequence, there is a growing body of literature that tests quantum algorithms on miniaturized versions of problems that arise in an operations research setting. Rather than taking this approach, we investigate a problem of substantial commercial value, multi-truck vehicle routing for supply chain logistics, at the scale used by a corporation in their operations. Such a problem is too complex to be fully embedded on any near-term quantum hardware or simulator; we avoid confronting this challenge by taking a hybrid workflow approach: we iteratively assign routes for trucks by generating a new binary optimization problem instance one truck at a time. Each instance has [Formula: see text] quadratic binary variables, putting it in a range that is feasible for NISQ quantum computing, especially quantum annealing hardware. We test our methods using simulated annealing and the D-Wave Hybrid solver as a place-holder in wait of quantum hardware developments. After feeding the vehicle routes suggested by these runs into a highly realistic classical supply chain simulation, we find excellent performance for the full supply chain. Our work gives a set of techniques that can be adopted in contexts beyond vehicle routing to apply NISQ devices in a hybrid fashion to large-scale problems of commercial interest.",,,English,,,,,,,,GFMER Free Medical Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_doaj_primary_oai_doaj_org_article_85a9e7e21ca34ac2be1d754b896ecef4
Causal viewpoint and ensemble interpretation: from physics to the social sciences,"Athalye, Vikram ;  Haven, Emmanuel","Philosophical transactions of the Royal Society of London. Series A: Mathematical, physical, and engineering sciences, 2023, Vol.381 (2252), p.20220279-20220279",,,England,,ISSN: 1364-503X; EISSN: 1471-2962; DOI: 10.1098/rsta.2022.0279; PMID: 37334456,,,,,"In this article, we assert that, for the construction of quantum
-analogous (as opposed to quantum
-analogous) probabilistic models of the social (e.g. economics-financial) reality, the use of the notion of causality and the idea of an ensemble of similarly prepared systems in a socially analogous manner could be essential. We give plausibility arguments in favour of this assertion by considering two social situations describable in terms of discrete-time stochastic (i.e. Markov) processes. The first one is an arbitrary economics/financial context expressed as a temporal sequence of actualized social states (e.g. decisions, choices, preferences, etc.). The other one is more specific, involving a generic supply chain context. This article is part of the theme issue 'Thermodynamics 2.0: Bridging the natural and social sciences (Part 1)'.",,,English,,,,,,,,Royal Society Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_miscellaneous_2827663663
Towards European standards for quantum technologies,"van Deventer, Oskar ;  Spethmann, Nicolas ;  Loeffler, Marius ;  Amoretti, Michele ;  van den Brink, Rob ;  Bruno, Natalia ;  Comi, Paolo ;  Farrugia, Noel ;  Gramegna, Marco ;  Jenet, Andreas ;  Kassenberg, Ben ;  Kozlowski, Wojciech ;  Länger, Thomas ;  Lindstrom, Tobias ;  Martin, Vicente ;  Neumann, Niels ;  Papadopoulos, Homer ;  Pascazio, Saverio ;  Peev, Momtchil ;  Pitwon, Richard ;  Rol, M. Adriaan ;  Traina, Paolo ;  Venderbosch, Pim ;  Wilhelm-Mauch, Frank K.","EPJ quantum technology, 2022, Vol.9 (1), Article 33",,,Berlin/Heidelberg: Springer Berlin Heidelberg,,ISSN: 2662-4400; EISSN: 2196-0763; EISSN: 2331-8422; DOI: 10.1140/epjqt/s40507-022-00150-1,,Leadership ;  Nanotechnology and Microengineering ;  New technology ;  Physics ;  Physics and Astronomy ;  Quantum Information Technology ;  Quantum Physics ;  Quantum Standardization ;  Review ;  Spintronics ;  Supply chains,,,"The Second Quantum Revolution facilitates the engineering of new classes of sensors, communication technologies, and computers with unprecedented capabilities. Supply chains for quantum technologies are emerging, some focused on commercially available components for enabling technologies and/or quantum-technologies research infrastructures, others with already higher technology-readiness levels, near to the market.
In 2018, the European Commission has launched its large-scale and long-term Quantum Flagship research initiative to support and foster the creation and development of a competitive European quantum technologies industry, as well as the consolidation and expansion of leadership and excellence in European quantum technology research. One of the measures to achieve an accelerated development and uptake has been identified by the Quantum Flagship in its Strategic Research Agenda: The promotion of coordinated, dedicated standardisation and certification efforts.
Standardisation is indeed of paramount importance to facilitate the growth of new technologies, and the development of efficient and effective supply chains. The harmonisation of technologies, methodologies, and interfaces enables interoperable products, innovation, and competition, all leading to structuring and hence growth of markets. As quantum technologies mature, the time has come to start thinking about further standardisation needs.
This article presents insights on standardisation for quantum technologies from the perspective of the CEN-CENELEC Focus Group on Quantum Technologies (FGQT), which was established in June 2020 to coordinate and support the development of standards relevant for European industry and research.",,,English,,,,,,,,Springer Nature SpringerLink Journals - Fully Open Access 2023; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_2203_01622
Editorial Technology Management in Digital Transformation Era,"Cebi, Ferhan ;  Gozlu, Sitki","IEEE transactions on engineering management, 2023, Vol.70 (7), p.2463-2464",,,IEEE,,ISSN: 0018-9391; EISSN: 1558-0040; DOI: 10.1109/TEM.2023.3267260; CODEN: IEEMA4,,Ecosystems ;  Investment ;  Quantum computing ;  Scheduling ;  Special issues and sections ;  Supply chains ;  Technological innovation ;  Technology management,,,"As The Fourth Industrial Revolution emerged and universally applied, digitalization has become a necessity and driving force for almost all organizations in today's world while engineering and technology management has constituted the basic tools for organizations to gain competitive advantage and survive. The era has dramatically affected almost all institutions and organizations in a wide range from strategic effects and operational efficiency, business models to employee competencies, and provided a multitude of new opportunities as well as challenges.",,,English,,,,,,,,IEEE Xplore All Journals; IEEE Electronic Library (IEL) Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_crossref_primary_10_1109_TEM_2023_3267260
Superconducting circuit architecture for digital-analog quantum computing,"Yu, Jing ;  Retamal, Juan Carlos ;  Sanz, Mikel ;  Solano, Enrique ;  Albarrán-Arriagada, Francisco","EPJ quantum technology, 2022, Vol.9 (1), Article 9",,,Berlin/Heidelberg: Springer Berlin Heidelberg,,ISSN: 2662-4400; ISSN: 2196-0763; EISSN: 2196-0763; EISSN: 2331-8422; DOI: 10.1140/epjqt/s40507-022-00129-y,,Algorithms ;  Analog circuits ;  Excitation ;  Fermions ;  Magnetic flux ;  Nanotechnology and Microengineering ;  Physics ;  Physics and Astronomy ;  Quantum computing ;  Quantum Information Technology ;  Quantum Physics ;  Qubits (quantum computing) ;  Spintronics ;  Superconducting quantum interference devices ;  Superconductivity,,,"We propose a superconducting circuit architecture suitable for digital-analog quantum computing (DAQC) based on an enhanced NISQ family of nearest-neighbor interactions. DAQC makes a smart use of digital steps (single qubit rotations) and analog blocks (parametrized multiqubit operations) to outperform digital quantum computing algorithms. Our design comprises a chain of superconducting charge qubits coupled by superconducting quantum interference devices (SQUIDs). Using magnetic flux control, we can activate/deactivate exchange interactions, double excitation/de-excitations, and others. As a paradigmatic example, we present an efficient simulation of an
ℓ
×
h
fermion lattice (with
2
<
ℓ
≤
h
), using only
2
(
2
ℓ
+
1
)
2
+
24
analog blocks. The proposed architecture design is feasible in current experimental setups for quantum computing with superconducting circuits, opening the door to useful quantum advantage with fewer resources.",,,English,,,,,,,,Springer Nature SpringerLink Journals - Fully Open Access 2023; arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_unpaywall_primary_10_1140_epjqt_s40507_022_00129_y
Privacy-preserving hierarchical deterministic key generation based on a lattice of rings in public blockchain,"Banupriya, S. ;  Kottursamy, Kottilingam ;  Bashir, Ali Kashif","Peer-to-peer networking and applications, 2021, Vol.14 (5), p.2813-2825",,,New York: Springer US,,ISSN: 1936-6442; EISSN: 1936-6450; DOI: 10.1007/s12083-021-01117-2,,"Algorithms ;  Blockchain ;  Communications Engineering ;  Computer Communication Networks ;  Cryptography ;  Distributed ledger ;  Energy consumption ;  Engineering ;  Information Systems and Communication Service ;  Internet of Things ;  Network analysis ;  Networks ;  Polynomials ;  Privacy ;  Quantum computers ;  Quantum computing ;  Rings (mathematics) ;  Security ;  Signal,Image and Speech Processing ;  Special Issue on Blockchain for Peer-to-Peer Computing ;  Supply chains",,,"Blockchain has revolutionized numerous fields, which include financial services, health care, the Internet of things, academia and supply chain management. Blockchain technology enables us to have an immutable, distributed ledger for managing the transactions of untrusted users. However, the technology has many open challenges, such as privacy leaks, scalability, and energy consumption. User identity can be easily tracked using network analysis, as transactions are accessible to everyone, which is a serious concern of blockchain. In this paper, we propose a new efficient, privacy-preserving, and quantum-resistant key generation algorithm, namely, lattice-based hierarchical deterministic key generation (LB-HDKG), for maintaining user privacy in the public blockchain. The LB-HDKG scheme generates many cryptographic keys in a tree-like structure from a single seed to hide the links between transactions of the same user. Our proposal uses the lattice NTRU cryptosystem, the security of which relies on the shortest vector problem (SVP) and closest vector problem (CVP) over the polynomial ring. Operations on the lattice NTRU cryptosystem are efficient and secure against classical computers and quantum computers. Security and performance analyses of our scheme show that the model is more secure and efficient and should replace current models to safeguard data from quantum computers.",,,English,,,,,,,,KB+ JISC Collections Springer Compact 2019-2021; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2562651674
Analysis of a tripartite entanglement distribution switch,"Nain, Philippe ;  Vardoyan, Gayane ;  Guha, Saikat ;  Towsley, Don","Queueing systems, 2022, Vol.101 (3-4), p.291-328",,,New York: Springer US,,ISSN: 0257-0130; EISSN: 1572-9443; DOI: 10.1007/s11134-021-09731-w,,Boundary value problems ;  Business and Management ;  Computer Communication Networks ;  Computer Science ;  Control ;  Entangled states ;  Functional equations ;  Markov analysis ;  Markov chains ;  Networking and Internet Architecture ;  Operations Research/Decision Theory ;  Performance measurement ;  Probability Theory and Stochastic Processes ;  Quantum entanglement ;  Qubits (quantum computing) ;  Queuing theory ;  Supply Chain Management ;  Systems Theory ;  User requirements,,,"We study a quantum switch that distributes
tripartite
entangled states to sets of users. The entanglement switching process requires two steps: First, each user attempts to generate bipartite entanglement between itself and the switch, and second, the switch performs local operations and a measurement to create multipartite entanglement for a set of three users. In this work, we study a simple variant of this system, wherein the switch has infinite memory and the links that connect the users to the switch are identical. This problem formulation is of interest to several distributed quantum applications, while the technical aspects of this work result in new contributions within queueing theory. The state of the system is modeled as continuous-time Markov chain (CTMC), and performance metrics of interest (probability of an empty system, switch capacity, expectation, and variance of the number of qubit-pairs stored) are computed via the solution of a two-dimensional functional equation obtained by reducing it to a boundary value problem on a closed curve. This work is a follow-up of Nain et al. (Proc ACM Measure Anal Comput Syst(POMACS) 4, 2020) where a switch distributing entangled
multipartite
states to sets of users was studied, but only the switch capacity and the expected number of stored qubits were derived.",,,English,,,,,,,,SpringerLINK Contemporary 1997-Present; KB+ JISC Collections Springer Compact 2019-2021; ABI/INFORM Global; ProQuest One Business; SpringerLink Journals - AutoHoldings; Springer Journals Online,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_hal_primary_oai_HAL_hal_03195985v5
Quantum computing for transport network design problems,"Dixit, Vinayak V ;  Niu, Chence","Scientific reports, 2023, Vol.13 (1), p.12267-12267",,,England: Nature Publishing Group,,EISSN: 2045-2322; DOI: 10.1038/s41598-023-38787-2; PMID: 37507461,,Epidemiology ;  Quantum computing,,,"Transport network design problem (TNDP) is a well-studied problem for planning and operations of transportation systems. They are widely used to determine links for capacity enhancement, link closures to schedule maintenance, identify new road or transit links and more generally network enhancements under resource constraints. As changes in network capacities result in a redistribution of demand on the network, resulting in changes in the congestion patterns, TNDP is generally modelled as a bi-level problem, which is known to be NP-hard. Meta-heuristic methods, such as Tabu Search Method are relied upon to solve these problems, which have been demonstrated to achieve near optimality in reasonable time. The advent of quantum computing has afforded an opportunity to solve these problems faster. We formulate the TNDP problem as a bi-level problem, with the upper level formulated as a Quadratic Unconstrained Binary Optimization (QUBO) problem that is solved using quantum annealing on a D-Wave quantum computer. We compare the results with Tabu Search. We find that quantum annealing provides significant computational benefit. The proposed solution has implications for networks across different contexts including communications, traffic, industrial operations, electricity, water, broader supply chains and epidemiology.",,,English,,,,,,,,GFMER Free Medical Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_doaj_primary_oai_doaj_org_article_ad4da6bc225f413da6bb0b4bda497c76
Guest editorial,"Bai, Chunguang ;  Martins, Roberto Antonio ;  Sarkis, Joseph","Industrial management + data systems, 2021, Vol.121 (9), p.1897-1914",,,Wembley: Emerald Group Publishing Limited,,ISSN: 0263-5577; EISSN: 1758-5783; DOI: 10.1108/IMDS-09-2021-762,,Big Data ;  Blockchain ;  Communication ;  Customer relationship management ;  Digitization ;  Electronic data interchange ;  Environmental management ;  Industry 4.0 ;  Information systems ;  Information technology ;  Internet of Things ;  Inventory ;  Management systems ;  Operations management ;  Performance evaluation ;  Performance management ;  Performance measurement ;  Production management ;  Quantum computing ;  Stakeholders ;  Supply chain management ;  Supply chains ;  Sustainability ;  Sustainable development ;  Technology,,,"[...]it is essential to investigate the interface between performance measurement systems and digitization to provide better support to the several decisions makers as well as stakeholders. [...]digitization can be a tool that usage is important for communicating, controlling, measuring and managing performance systems within the supply chain. [...]digitization is also an important focus of new performance management dimension, such as environmental footprints and social responsibility, sustainable development. IJMR and IJOPM calls were similarly titled--“Theoretical Foundations of Performance Measurement and Management Systems”. [...]none of the special issues on these topics explored the interfaces between the PMS and information systems – and especially not multi-stakeholder digitization technology linkages – even though IT has emerged as dual role, enabler and barrier to implement and review PMS.",,,English,,,,,,,,Emerald Journals; Emerald Management 175; ABI/INFORM Global; ProQuest One Business,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2576767992
Quenching Dynamics and Quantum Information,"Nag, Tanay ;  Dutta, Amit ;  Patra, Ayoti","arXiv.org, 2013",,,"Ithaca: Cornell University Library, arXiv.org",,EISSN: 2331-8422; DOI: 10.1142/S0217979213450367,,Chains ;  Comparative studies ;  Correlation analysis ;  Critical point ;  Ising model ;  Quantum entanglement ;  Quantum mechanics ;  Quantum phenomena ;  Quantum theory ;  Qubits (quantum computing) ;  Scaling,,,"We review recent studies on the measures of zero temperature quantum correlations namely, the quantum entanglement (concurrence) and discord present in the final state of a transverse XY spin chain following a quench through quantum critical points; the aim of these studies is to explore the scaling of the above quantities as a function of the quench rate. A comparative study between the concurrence and the quantum discord shows that their behavior is qualitatively the same though there are quantitative differences. For the present model, the scaling of both the quantities are given by the scaling of the density of the defect present in the final state though one can not find a closed form expression for the discord. We also extend our study of quantum discord to a transverse Ising chain in the presence of a three spin interaction. Finally, we present a study of the dynamical evolution of quantum discord and concurrence when two central qubits, initially prepared in a Werner state, are coupled to the environmental XY spin chain which is driven through quantum critical points. The qualitative behavior of quantum discord and concurrence are found to be similar as that of the decoherence factor.",,,English,,,,,,,,arXiv.org; Free E- Journals,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_arxiv_primary_1206_0559
Leadership and strategy in the news,"Henry, Craig","Strategy & leadership, 2021, Vol.49 (4), p.44-48",,,Chicago: Emerald Publishing Limited,,ISSN: 1087-8572; ISSN: 1758-9568; EISSN: 1758-9568; DOI: 10.1108/SL-06-2021-0059,,Competitive advantage ;  Employee involvement ;  Executives ;  Gamification ;  Quantum computing ;  Search engines ;  Success ;  Supply chains ;  Teams ;  Trends,,,"Understanding when and how to argue Netflix has driven stunning transformations in the media landscape in part through its success at encouraging its leaders to debate ideas frankly and its willingness to empower them to take risks without waiting for an annual strategy planning process. Jesper B. Sørensen and Glenn R. Carroll, “Why Good Arguments Make Better Strategy,” Sloan Management Review 3 June 2021 https://sloanreview.mit.edu/article/why-good-arguments-make-better-strategy/ Technology and disruption Building Google 2.0 In 1998 a couple of Stanford graduate students published a paper describing a new kind of search engine: “In this paper, we present Google, a prototype of a large-scale search engine which makes heavy use of the structure present in hypertext. According to a 2020 study by Harvard Business Review, 86% of executives say frontline workers need better technology-enabled insight to make good decisions in the moment. 7.Savvy consumers demand sustainable products. According to a 2018 Nielsen study, 73% of global consumers say they would definitely or probably change their consumption habits to reduce their impact on the environment. 8.Quantum computing starts to address specific applications.",,,English,,,,,,,,Emerald Journals; Emerald Management 175; ABI/INFORM Global; ProQuest One Business,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_journals_2568141849
Toward the institutionalization of quantum computing in pharmaceutical research,"Zinner, Maximillian ;  Dahlhausen, Florian ;  Boehme, Philip ;  Ehlers, Jan ;  Bieske, Linn ;  Fehring, Leonard","Drug discovery today, 2022, Vol.27 (2), p.378-383",,,England: Elsevier Ltd,,ISSN: 1359-6446; EISSN: 1878-5832; DOI: 10.1016/j.drudis.2021.10.006; PMID: 34688911,,Artificial Intelligence ;  Computational drug design ;  Computing Methodologies ;  Drug development ;  Drug discovery ;  Humans ;  Institutionalization ;  Pharmaceutical industry ;  Pharmaceutical Preparations ;  Pharmaceutical Research ;  Quantum computing ;  Quantum Theory ;  R&D organization ;  Technology adoption,,,"•Domain experts of 12 large pharma companies provide their perspectives on QC.•QC’s scientific potential may not translate into unprecedented investment return.•To institutionalize QC, education, collaborations and use cases need to be tackled.•Management commitment and organizational culture required to institutionalize QC.
Innovative pharmaceutical companies have started to explore quantum computing (QC). In this article, we provide a collective industry perspective from QC domain leaders at leading pharmaceutical companies. There are immediate nonfinancial benefits in engaging with QC, some likely financial returns in the short term in drug development, manufacturing, and supply chain, and potentially large scientific benefits in drug discovery long term. We discuss the required activities for institutionalizing QC: how to create an understanding of QC among researchers and management, which and how to deploy external resources, and how to identify the problems to be addressed with QC. If (and once) deployable, QC will likely have a similar trajectory to that of computer-aided drug design (CADD) and artificial intelligence (AI) during the 1990s and 2010s, respectively.",,,English,,,,,,,,ScienceDirect; Elsevier ScienceDirect Journals Complete; KB+ JISC Collections Elsevier ScienceDirect Freedom Collection 2017-2021,,,https://sussex.primo.exlibrisgroup.com/permalink/44SUS_INST/18j2vj2/cdi_proquest_miscellaneous_2585914697
